company_name,valuation,date_joined,country,city,industry,investors,founded_year,total_raised,about_company,company_address_street,company_address_city_state_zip,company_address_city_country,company_address_city_phone,company_url,company_img,financials_investors_count,financials_investments,iso_alpha,continent,year_joined,month_joined,day_joined
Quantexa,1.8,2023-04-03,United Kingdom,London,Enterprise Tech,"AlbionVC, Dawn Capital, HSBC Venture Capital",2016,$376.7M,"Quantexa operates as a data and analytics software company providing a range of decision intelligence software. It offers solutions for data management, know your customer (KYC), customer intelligence, financial crime, and security throughout the customer lifecycle. It serves the banking, government, insurance, and communication service providers (CSP) sectors. It was founded in 2016 and is based in London, United Kingdom.",10 York Road ,"London, England, SE1 7ND, ",United Kingdom,+44 203 808 8299,https://quantexa.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/3abd26e0-b992-42b3-bb1e-53dc9c12a900.png?w=3840,15,1,GBR,Europe,2023,4,3
YITU Technology,2.17,2018-03-08,China,Shanghai,Enterprise Tech,"Sequoia Capital China, Banyan Capital",2023,,"Yitu Technology focuses on automotive software development and management solutions. It researches, develops, and commercializes of automotive software architectures such as software and generative AI frameworks. The company was founded in 2023 and is based in Shanghai, China.","No. 24, Lane 315, Fenggu Road, Xuhui District Floor 1-3","Shanghai, Shanghai, ",China,,,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/53a32823-91f1-45ba-97d4-f645227a5fce.png?w=3840,5,,CHN,Asia,2018,3,8
Betterment,1.3,2021-09-29,United States,New York,Financial Services,"Bessemer Venture Partners, Menlo Ventures, Anthermis",2010,$435M,"Betterment operates as a digital investment advisor focusing on automated investing and savings services within the financial technology sector. The company offers a range of products including automated portfolio management, and tax-advantaged retirement accounts that aid personal finance management for individuals. Betterment provides diversified investment portfolios, tax-loss harvesting, and financial planning tools to help clients achieve their financial goals. It was founded in 2008 and is based in New York, New York.",8 West 24th Street 6th Floor,"New York, New York, 10010, ",United States,212-228-1328,https://betterment.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/c7ba9f6c-b543-4f04-8540-ed5a9ccdea81.png?w=3840,23,,USA,Americas,2021,9,29
Workhuman,1.2,2020-06-23,Ireland,Dublin,Enterprise Tech,ICG,1999,$11.3M,"Workhuman specializes in creating more human workplaces through its SaaS platform, focusing on the human resources sector. The company offers solutions that facilitate employee recognition, engagement, and performance management, and foster work-life harmony, inclusion, and belonging. Workhuman Cloud serves a global user base, providing tools and insights to align business objectives and enhance employee experiences. Workhuman was formerly known as Globoforce. It was founded in 1999 and is based in Dublin 12, Ireland.",19 Beckett Way Park West Business Park,"Dublin 12, D12 H993, ",Ireland,+353 1 968 5700,https://workhuman.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/da2fe8f8-d840-4a24-928c-69b6d738e72f.png?w=3840,3,,IRL,Europe,2020,6,23
People.ai,1.1,2021-08-11,United States,San Francisco,Enterprise Tech,"GGV Capital, Lightspeed Venture Partners, ICONIQ Capital",2016,$201.62M,"People.ai delivers a predictive sales management platform. It helps companies improve the performance of sales teams by surfacing insights and providing automated recommendations about coaching, ramping, and activity analytics across the sales organization. The company was founded in 2016 and is based in San Francisco, California.",548 Market Street Suite 58279,"San Francisco, California, 94104, ",United States,888-997-3675,https://people.ai,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/f788fc1f-f60b-4d82-92af-26448f4ba736.png?w=3840,20,,USA,Americas,2021,8,11
We Doctor,7.0,2015-09-22,China,Hangzhou,Healthcare & Life Sciences,"Tencent, Morningside Group",2004,$1.936B,"We Doctor is a leading digital hospital that operates in the healthcare sector. The company provides a platform for online medical consultations, connecting patients with renowned doctors from various hospitals across the country, and offers a range of healthcare services including expert outpatient services and online prescription management.  We Doctor was formerly known as 挂号网. It was founded in 2004 and is based in Hangzhou, Zhejiang .","Block D, Hangzhou Bay IT Harbor Xiaoshan District","Hangzhou, Zhejiang , 311200, ",China,+86 0573-88778151,https://guahao.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/9a970acf-ef2b-42b2-91dd-7d3a44bcefec.png?w=3840,17,4,CHN,Asia,2015,9,22
Huntress,1.55,2024-06-18,United States,Ellicott City,Enterprise Tech,"ForgePoint Capital, Sapphire Ventures, Gula Tech Adventures",2015,$308.05M,"Huntress provides a managed security platform that offers endpoint detection and response, antivirus protection, ransomware detection, and security awareness training. Huntress primarily serves small and mid-market businesses, IT service providers, and value-added resellers. It was founded in 2015 and is based in Ellicott City, Maryland.",6996 Columbia Gateway Drive Suite 101,"Ellicott City, Maryland, 21043, ",United States,833-486-8669,https://huntress.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/c0b8b425-1b2c-4dbc-b984-b21aaa5533f5.png?w=3840,11,,USA,Americas,2024,6,18
Biren Technology,2.32,2020-08-18,China,Shanghai,Enterprise Tech,"V FUND, IDG Capital, Green Pine Capital Partners",2019,$296.22M,"Biren Technology is a company focused on the development of original general computing systems, operating in the intelligent computing industry. The company offers a range of products designed for artificial intelligence (AI) training, inference, and scientific computing, primarily deployed in large data centers, providing high-efficiency, high-universality accelerated computing power. It was founded in 2019 and is based in Minhang, Shanghai.","No. 2388, Chenhang Highway Room 1302, Floor 13, Building 16","Minhang, Shanghai, 201114, ",China,021-68773133,https://birentech.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/afcf6ab6-00c6-48d8-94e1-7e3d1009d5f0.png?w=3840,31,4,CHN,Asia,2020,8,18
Faire,12.59,2019-10-30,United States,San Francisco,Consumer & Retail,"Khosla Ventures, Forerunner Ventures, Sequoia Capital",2017,$1.692B,"Faire operates as an online wholesale marketplace for retailers and brands. It offers home decoration, food and drink, beauty and wellness, jewelry, paper and novelty, and more. Faire primarily serves the retail sector. It was formerly known as Indigo Fair. The company was founded in 2017 and is based in San Francisco, California.",100 Potrero Avenue ,"San Francisco, California, 94103, ",United States,800-208-8926,https://faire.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/81bb0805-d8d1-4e39-a73e-da9a373f50ab.png?w=3840,15,,USA,Americas,2019,10,30
Teya,1.0,2021-04-09,United Kingdom,London,Financial Services,"Tiger Global Management, Hedosophia",,,"Teya operates as a financial technology company. It specializes in payments, electronic point of sale (ePOS), and management tools. It was formerly known as SaltPay. It was founded in 2019 and is based in London, United Kingdom.",20 Old Bailey 3rd Floor,"London, England, EC4M 7AN, ",United Kingdom,+354 560-1600,https://teya.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/33bc3673-deda-4a36-b25d-dd158ca81520.png,,6,GBR,Europe,2021,4,9
Huike Group,1.0,2018-05-24,China,Beijing,Enterprise Tech,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co.",2010,$63M,"Huike Group focuses on training software development professionals and project management in the areas of mobile Internet, cloud computing and Internet marketing.","21st Floor, Block D, Zhizhen Building 7 Zhichun Rd, Haidian District","Beijing, Beijing, ",China,8610-82318270,https://huike.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/6ce20013-cb5a-4f4c-bd43-4720fd189647.png?w=3840,4,5,CHN,Asia,2018,5,24
Younited,1.16,2022-12-08,France,Paris,Financial Services,"Weber Investissements, Schibsted Growth",2009,$508.9M,"Younited is a credit provider that operates in the financial services industry. The company offers instant credit services to customers, enabling them to finance various needs such as home refurbishment, vacations, or new gadget purchases. Younited primarily serves the e-commerce industry. Younited was formerly known as Pret d'Union. It was founded in 2009 and is based in Paris, France.","21, Rue de Châteaudun ","Paris, 75009, ",France,+33 153327888,https://younited-credit.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/bc5c572d-f648-43cc-9de6-13e9bd652aff.png?w=3840,16,,FRA,Europe,2022,12,8
InFarm,1.0,2021-12-16,Germany,Berlin,Industrials,"Atomico, Hanaco Venture Capital, TriplePoint Capital",2013,$601.59M,"InFarm operates as a vertical farming company providing the tools to grow fresh plants produced indoors for urban communities. The company's main services include growing a variety of plants such as herbs, leafy greens, salads, and microgreens using efficient modular farming systems. These systems require significantly less land and water than traditional farming methods. It was founded in 2013 and is based in London, United Kingdom.",1 Warwick Street ,"London, England, W1B 5LR, ",United Kingdom,+49 (30) 9919165 90,https://infarm.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/0e839f72-70de-4bc2-a3cf-5dbe8751f26d.png?w=3840,24,,DEU,Europe,2021,12,16
Coalition,5.0,2021-03-17,United States,San Francisco,Insurance,"Two Sigma Ventures, Flint Capital, Commerce Ventures",2017,$770M,"Coalition operates in the cyber insurance and cybersecurity sectors. The company offers comprehensive insurance coverage and cybersecurity tools designed to help businesses manage and mitigate digital risks. Coalition primarily serves businesses worldwide that are seeking resilience against cyber attacks. It was founded in 2017 and is based in San Francisco, California.",55 2nd Street Floor 25,"San Francisco, California, 94105, ",United States,833-866-1337,https://coalitioninc.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/3b734d09-3c66-409b-b4ae-22be5b1382e0.png?w=3840,16,1,USA,Americas,2021,3,17
InVision,1.9,2017-11-01,United States,New York,Enterprise Tech,"FirstMark Capital, Tiger Global Management, ICONIQ Capital",2011,$350.71M,"InVision focuses on visual collaboration, operating in the technology and productivity sectors. The company offers a digital platform that provides an online whiteboard and productivity tools, enabling teams to brainstorm, create, test, and develop new ideas, as well as improve their workflows and make efficient decisions. InVision primarily serves organizations across various sectors, including global enterprises and small teams. It was founded in 2011 and is based in New York, New York.

In January 2024, Invision announced it was shuttering at the end of the year.",41 Madison Avenue 25th Floor,"New York, New York, 10010, ",United States,877-932-7111,https://invisionapp.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/d46be02a-ce29-4dfb-b55f-0df2b4d55edf.png?w=3840,10,,USA,Americas,2017,11,1
Spotter,1.7,2022-02-16,United States,Los Angeles,Financial Services,"SoftBank Group, Access Industries, Crossbeam Venture Partners",2019,$234.1M,"Spotter specializes in providing growth capital and strategic insights to YouTube creators within the digital media and entertainment industry. The company offers financial investments tailored to individual creators' needs, along with data analytics services. Spotter primarily serves the online content creation sector, offering a scaled media solution for advertisers and ad agencies. It was founded in 2019 and is based in Culver City, California.",900 Corporate Pointe ,"Culver City, California, 90230, ",United States,415-434-9100,https://spotter.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/01cb8ff7-89ba-4f61-ae1d-baae57d8dc6a.png?w=3840,10,1,USA,Americas,2022,2,16
SmartRecruiters,1.5,2021-07-20,United States,San Francisco,Enterprise Tech,"Mayfield Fund, Insight Partners, Rembrandt Venture Partners",2010,$214.55M,"SmartRecruiters is a company focused on providing a comprehensive talent acquisition platform and recruiting software within the human resources technology sector. Their main offerings include an enterprise hiring platform that streamulates the recruitment process, a suite of tools for job advertising, candidate sourcing, and onboarding, as well as advanced features like AI recruiting and collaborative hiring solutions. It was founded in 2010 and is based in San Francisco, California.",225 Bush Street Suite 300,"San Francisco, California, 94104, ",United States,415-659-9130,https://smartrecruiters.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/e5877074-590f-4583-b2b5-f9adee7b83ed.png?w=3840,7,,USA,Americas,2021,7,20
Medlinker,3.92,2018-07-31,China,Chengdu,Healthcare & Life Sciences,"China Health Industry Investment Fund, China Renaissance, and Sequoia Capital China",2014,$764.74M,"Medlinker is a company that focuses on digital healthcare, operating within the healthcare and technology sectors. The company offers a range of services, including a digital hospital and an AI doctor, which utilize internet technology, AI, and big data to provide long-term, standardized management services for chronic disease patients. Medlinker primarily serves the healthcare industry. It was founded in 2014 and is based in Chengdu, Sichuan.","Floor 2, Block B6, Tianfu Software Park, No.99 Tianhua First Road","Chengdu, Sichuan, 610041, ",China,(86 28) 83350767,https://medlinker.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/2e8c782e-7bbe-49eb-b2cf-9e1a8ba4d83b.png?w=3840,10,3,CHN,Asia,2018,7,31
Open,1.0,2022-05-02,India,Bengaluru,Financial Services,"3one4 Capital Partners, Tiger Global Management, Temasek",,,"Open is a financial services company specializing in insurance technology and products within the insurance industry. The company offers digital-first insurance solutions that enable brands to provide their customers with seamless insurance experiences, including white label products and embedded technology for car, home, travel, and landlord insurance. Open primarily serves large and fast-growing brands across various sectors, leveraging its technology to enhance the insurance offerings of partners in health, telecommunications, and automotive industries. Open was formerly known as Huddle Money. It was founded in 2015 and is based in Darlinghurst, Australia.", ,"Darlinghurst, New South Wales, 2010, ",Australia,,https://beopen.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/3de01a4e-9e8e-42cf-bfef-a1e49bbc1ac9.png,,,IND,Asia,2022,5,2
Vestwell,1.0,2023-12-21,United States,New York,Financial Services,"Fin Capital, Primary Venture Partners, Lightspeed Venture Partners",2016,$240M,"Vestwell operates as a financial technology company focusing on savings and investment programs for both businesses and individual savers. The company offers a range of products including workplace-sponsored retirement plans, employer-sponsored student loan repayment benefits, and various savings accounts for education, emergencies, and individuals with disabilities. Vestwell's platform serves a diverse clientele, including financial advisors, employers, third-party administrators, financial institutions, payroll providers, government agencies, and individual savers. Vestwell was formerly known as Hello401. It was founded in 2016 and is based in New York, New York.",360 Madison Avenue 15th Floor,"New York, New York, 10017, ",United States,917-979-5358,https://vestwell.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/a18fb58f-f5ed-4549-a0a3-d5512e35bd49.png?w=3840,25,,USA,Americas,2023,12,21
Huisuanzhang,1.28,2021-05-24,China,Beijing,Financial Services,"IDG Capital, Gaocheng Capital, Chuanrong Capital",2015,$227.34M,"Huisuanzhang is a company that specializes in financial and tax services, operating within the financial services industry. The company offers a range of services including business registration, accounting, tax consulting, and financial outsourcing. It primarily serves small and medium-sized enterprises. It was founded in 2015 and is based in Beijing, Beijing.","8th Floor, China Power Information Building, No. 6, Zhongguancun South Street, Haidian District ","Beijing, Beijing, 100044, ",China,+86 400-017-2000,https://huisuanzhang.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/ace0f997-fbf6-48f2-bf43-94be26eb917b.png?w=3840,15,,CHN,Asia,2021,5,24
Character.AI,1.0,2023-03-03,United States,Menlo Park,Media & Entertainment,Andreessen Horowitz,2021,$190M,"Character.AI focuses on developing advanced artificial intelligence, operating within the domain of virtual communication and AI technology. The company offers super-intelligent chatbots that are designed to engage in interactive conversations, providing a personalized and responsive virtual chatting experience. These chatbots are capable of understanding and remembering user interactions, enhancing the overall engagement. It was founded in 2021 and is based in Menlo Park, California.","1152, 700 El Camino Real Suite 120","Menlo Park, California, 94025, ",United States,,https://character.ai,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/62d3b48b-1e6b-4724-a6a1-ee27febe681e.png?w=3840,6,,USA,Americas,2023,3,3
OwnBackup,3.35,2021-01-28,United States,Englewood Cliffs,Enterprise Tech,"Insight Partners, Salesforce Ventures, Vertex Ventures",2015,$507.25M,"OwnBackup specializes in data protection and recovery in cloud computing. The company offers services such as automated data backup, rapid recovery, data security, and data archiving, all aimed at preventing data loss and corruption. It primarily serves sectors such as customer relationship management (CRM) platform owners, compliance leaders, and technology leaders. It was founded in 2015 and is based in Englewood Cliffs, New Jersey.",940 Sylvan Avenue ,"Englewood Cliffs, New Jersey, 07632, ",United States,646-503-5100,https://ownbackup.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/4c04829c-6bf0-4cde-b0eb-b2a758080035.png?w=3840,12,,USA,Americas,2021,1,28
BlockFi,3.0,2021-03-11,United States,Jersey City,Financial Services,"ConsenSys Ventures, Valar Ventures, PUC",2017,$762.75M,"BlockFi operates as a financial services company focusing on building products for cryptocurrencies. It offers interest-earning accounts, loan security by Cryptocurrency, and zero-fee trading. The company enables clients to build and manage wealth through digital asset investments. The company was founded in 2017 and is based in Jersey City, New Jersey.",201 Montgomery Street Suite 263,"Jersey City, New Jersey, 07302, ",United States,646-779-9688,https://blockfi.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/0cd0fe5e-9fbf-445d-b5c7-779d9b31aa1a.png?w=3840,47,9,USA,Americas,2021,3,11
SeekOut,1.2,2022-01-12,United States,Bellevue,Enterprise Tech,"Mayfield, Madrona Venture Group, Tiger Global Management",2017,$188.2M,"SeekOut focuses on talent acquisition and management in the human resources industry. The company offers services such as finding suitable candidates for open roles, helping organizations build diverse talent pipelines, and providing insights for workforce planning. It assists in promoting internal mobility and upskilling or reskilling existing employees. It was founded in 2017 and is based in Bellevue, Washington.",1110 112th Avenue Floor 4,"Bellevue, Washington, 98004, ",United States,425-894-8214,https://seekout.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/8159df2b-7823-4042-bff0-c505c2e0f738.png?w=3840,5,,USA,Americas,2022,1,12
Tractable,1.0,2021-06-16,United Kingdom,London,Insurance,"Insight Partners, Ignition Partners, Georgian Partners",2014,$184.83M,"Tractable develops artificial intelligence (AI) systems for accident and disaster recovery. Its AI tools help to accelerate processes involving visual inspection and appraisal and cater its services to insurance and automotive companies. The company was founded in 2014 and is based in London, United Kingdom.","5 Appold Street, Broadwalk House  Liverpool Street","London, England, EC2A 2DA, ",United Kingdom,+44 20 3603 4460,https://tractable.ai,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/6661cf92-78ec-488f-ab2f-a5cb5c421695.png?w=3840,15,,GBR,Europe,2021,6,16
Headway,1.0,2023-10-05,United States,Orlando,Healthcare & Life Sciences,"Accel, Thrive Capital, Andreessen Horowitz",2019,$327.5M,"Headway serves as a mental healthcare system with its software-enabled network designed to facilitate insurance acceptance for therapists. The company's main service is to simplify the process for therapists to grow practices by accepting health insurance, thereby making mental health care more affordable and accessible for patients. Headway primarily serves the healthcare industry, focusing on mental health services. It was founded in 2019 and is based in New York, New York.",85 Delancey Street ,"New York, New York, 10002, ",United States,646-453–6777,https://headway.co,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/30034e45-5fdd-4863-a5ef-95af934a6ffe.png?w=3840,10,,USA,Americas,2023,10,5
Jetti Resources,2.5,2022-10-24,United States,Boulder,Industrials,"BMW i Ventures, BHP Ventures",2014,$169.41M,"Jetti Resources operates as a technology-driven company operating in the natural resources sector. The company's main service involves the use of proprietary catalytic technology to extract copper from low-grade primary sulfides, such as chalcopyrite, in a cost-effective and environmentally responsible manner. Jetti Resources primarily serves the mining industry. It was founded in 2014 and is based in Boulder, Colorado.",2010 8th Street ,"Boulder, Colorado, 80302, ",United States,,https://jettiresources.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/b5b0927a-9e94-48fd-8611-a81c9dec5faf.png?w=3840,18,,USA,Americas,2022,10,24
Lambda Labs,1.5,2023-10-05,United States,San Francisco,Enterprise Tech,"1517 Fund, Gradient Ventures, Bloomberg Beta",2012,$64.2M,"Lambda Labs manufactures graphics processing units cloud, workstations, servers, and laptops built for deep learning. It caters its services to businesses, governments, universities, and more. Its technology, servers, and workstations are pre-configured with common machine-learning frameworks to accelerate the training and deployment of deep-learning models. The company was founded in 2012 and is based in San Francisco, California.",2565 3rd Street Suite #244,"San Francisco, California, 94107, ",United States,866-711-2025,https://lambdalabs.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/43c3686d-7af2-4be8-a6a9-ebdb5eca0819.png?w=3840,8,,USA,Americas,2023,10,5
Royole Corporation,6.0,2015-08-18,China,Shenzhen,Industrials,"Warmsun Holding, IDG Capital Partners",2012,$1.414B,"Royole develops rollable display technology. The company creates and manufactures human-machine interface technologies and products such as advanced flexible displays, flexible sensors, and smart devices. It also provides internet protocol (IP) licenses, services, and solutions for a variety of industries associated with displays and flexible electronics applications. The company was founded in 2012 and is based in Shenzhen, China. In May 2024, Royole filed for bankruptcy.","8288 Longgang Avenue, Longgang District Block 43","Shenzhen, Guangdong, 518117, ",China,400-999-3333,https://royole.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/9cceda99-0670-4657-bb88-59a48cf99dfa.png?w=3840,33,,CHN,Asia,2015,8,18
Digital Currency Group,10.0,2021-11-01,United States,New York,Financial Services,"Ribbit Capital, capitalG, Softbank Group",2015,$600M,"Digital Currency Group (DCG) operates as an investor and operator of the cryptocurrency industry. It operates cryptocurrency brokerage firms and digital currency asset management firms by using insights, networks, and access to capital. It was founded in 2015 and is based in Stamford, Connecticut.",290 Harbor Drive 4th Floor,"Stamford, Connecticut, 06902, ",United States,866-599-2646,https://dcg.co,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/5883e597-880d-4ec0-bfcd-22bc4c33c8dc.png?w=3840,28,308,USA,Americas,2021,11,1
RIDI,1.33,2022-01-24,South Korea,Seoul,Media & Entertainment,"Atinum Investment, Company K Partners, GIC",2008,$331.23M,"RIDI Corporation specializes in digital storytelling, focusing on webnovels and digital comics within the entertainment and publishing sectors. The company offers a subscription-based service providing unlimited access to a variety of stories in multiple languages, catering to a global audience. RIDI primarily serves the digital content consumption market, including avid readers and comic enthusiasts. It was founded in 2008 and is based in Seoul, South Korea.","325, Teheran-ro, Gangnam-gu 10F, URBAN BENCH","Seoul, 06151, ",South Korea,+82 120-87-27435,https://ridicorp.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/2bd455d9-f5c2-4105-8f11-c5c2009c7c25.png?w=3840,15,1,KOR,Asia,2022,1,24
Otto Bock HealthCare,3.52,2017-06-24,Germany,Duderstadt,Healthcare & Life Sciences,EQT Partners,1919,$2.012B,"Otto Bock HealthCare focuses on medical technology, specifically in the prosthetics, orthotics, and mobility sectors. The company offers a range of products including arm and leg prosthetics, mobility aids such as wheelchairs, and orthotic devices like braces and supports, all designed to enhance the mobility and independence of individuals with physical disabilities. It was founded in 1919 and is based in Duderstadt, Germany.",Max-Näder-Straße 15 ,"Duderstadt, 37115, ",Germany,+49 5527 848-0,https://ottobock.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/65a7697f-29ad-4e8a-bd59-1d38c4b36633.png?w=3840,4,,DEU,Europe,2017,6,24
Gett,1.5,2016-05-24,United Kingdom,London,Industrials,"Volkswagen, Access Industries, Vostok New Ventures",2010,$1.057B,"Gett is a leading taxi booking platform specializing in the regulated taxi space. The company offers a variety of flexible ground transportation solutions, including delivery services, to both business and individual customers. Gett primarily serves the B2B and B2C markets with its transportation services. Gett was formerly known as GetTaxi. It was founded in 2010 and is based in London, United Kingdom. In May 2024, Gett was acquired by Pango.",13-16 Elm Street Elm Yard,"London, England, WC1X 0BJ, ",United Kingdom,+972 (03) 644 8299,https://gett.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/e35d5b7e-1f25-4433-82c8-75c523f2125d.png?w=3840,11,,GBR,Europe,2016,5,24
BlueVoyant,1.0,2022-02-23,United States,New York,Enterprise Tech,"8VC, Liberty Strategic Capital, Eden Global Partners",2017,$665.5M,"BlueVoyant offers a cyber security platform. It combines internal and external cyber defense capabilities into an outcomes-based cloud-native platform by monitoring networks, endpoints, attack surfaces, and supply chains, as well as the web for threats. The company was formerly known as BlueteamGlobal. It was founded in 2017 and is based in New York, New York.",335 Madison Avenue Suite 5G,"New York, New York, 10017, ",United States,646-854-7252,https://bluevoyant.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/ac049589-fa2e-4d7c-926e-0e45fe76a8bf.png?w=3840,9,,USA,Americas,2022,2,23
Liquidity,1.4,2023-02-20,Israel,Tel Aviv,Financial Services,"MUFG Innovation Partners, Spark Capital",2017,$535M,"Liquidity operates as a credit automation company. It specializes in providing debt funding to late-stage companies. It offers solutions such as analysis, modeling, and data harmony for credit analysis. The company was founded in 2017 and is based in Tel Aviv-Yafo, Israel.",154 Derech Menachem Begin ,"Tel Aviv-Yafo, 6492107, ",Israel,+972-3-620-0102,https://liquiditygroup.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/3122220f-4645-4332-acd0-8ba43767988b.png?w=3840,5,23,ISR,Asia,2023,2,20
Stytch,1.0,2021-11-18,United States,San Francisco,Enterprise Tech,"Index Ventures, Benchmark, Thrive Capital",2020,$126M,"Stytch is a developer-focused identity platform offering authentication, authorization, and fraud prevention services within the tech industry. The company provides a suite of tools including APIs and SDKs to enable secure and scalable identity management for various applications. Stytch caters to sectors such as SaaS, ecommerce, fintech, Web3, consumer tech, and healthcare. It was founded in 2020 and is based in San Francisco, California.",111 Chestnut Street Unit 302,"San Francisco, California, 94111, ",United States,,https://stytch.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/4717a8e8-8a08-4982-919a-55ab88e58b1f.png?w=3840,11,,USA,Americas,2021,11,18
SITECH DEV,1.0,2019-05-16,China,Guiyang,Industrials,China Prosperity Capital,2017,,SITECH DEV is engaged in the research & development and manufacture of new energy vehicles (NEV)., ,"Guiyang, Guizhou, ",China,,https://sitechdev.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/305b948a-7554-42f5-8988-1f7ac5f5ad16.png?w=3840,4,1,CHN,Asia,2019,5,16
Tipalti,8.3,2020-10-06,United States,San Mateo,Enterprise Tech,"01 Advisors, Zeev Ventures, Group 11",2010,$706.25M,"Tipalti is a global payables automation company that specializes in streamlining all phases of the accounts payable and payment management workflow. The company offers a cloud-based platform that simplifies the management of supplier payments, encompassing supplier onboarding, tax and regulatory compliance, invoice processing, and payments to suppliers worldwide in various methods and currencies. Tipalti's solutions are designed to reduce the workload for accounts payable departments and enhance financial and compliance controls. It was founded in 2010 and is based in San Mateo, California.",1051 E. Hillsdale Boulevard Suite 600,"San Mateo, California, 94404, ",United States,800-305-3550,https://tipalti.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/36fcc83f-0f9a-467b-83ab-28081f2f76f3.png?w=3840,13,,USA,Americas,2020,10,6
Loggi,2.0,2019-06-05,Brazil,Sao Paulo,Industrials,"Qualcomm Ventures, SoftBank Group. Monashees+",2013,$496.92M,"Loggi is a logistics company that focuses on providing fast, cost-effective, and reliable delivery services across Brazil. The company offers a range of services including nationwide parcel delivery, real-time tracking, and integration with e-commerce platforms. Loggi caters to both personal and business shipping needs, offering solutions that simplify the sending process and optimize logistics for online retailers. It was founded in 2013 and is based in Sao Paulo, Brazil.","Alameda Santos, nº 2,400, Jardim Paulista 4th floor","Sao Paulo, 01418-200, ",Brazil,+55 4020-1460,https://loggi.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/9e169569-0a2e-4980-960d-3b45c7360b0b.png?w=3840,18,1,BRA,Americas,2019,6,5
C6 Bank,5.05,2020-12-02,Brazil,Sao Paulo,Financial Services,Credit Suisse,,,"C6 Bank is a mobile-only bank. Its services include checking and savings accounts, debit and credit cards, free toll tags, multi-currency global accounts, investments, and lending products. The company was founded in 2018 and is based in Sao Paulo, Brazil.","Av. Nove de Julho, 3186 Jardim Paulista","Sao Paulo, 01406-000, ",Brazil,+55 800 660 0060,https://c6bank.com.br,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/1537bb65-2d12-45ab-bcbf-4c5fb1077f8e.png,,2,BRA,Americas,2020,12,2
DispatchHealth,1.7,2021-03-03,United States,Denver,Healthcare & Life Sciences,"Alta Partners, Questa Capital, Echo Health Ventures",2013,$740.96M,"DispatchHealth is a healthcare company that focuses on providing urgent medical care services. The company offers in-home medical care services, treating a variety of conditions and illnesses, and coordinating with insurance companies for billing. They primarily serve patients in their homes, including those in senior living and home health sectors. It was founded in 2013 and is based in Denver, Colorado.","3720 Sinton Rd, Colorado Springs ","Denver, Colorado, 80907, ",United States,888-908-0553,https://dispatchhealth.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/79355f79-bc38-4fee-8379-631b232fe6fb.png?w=3840,15,,USA,Americas,2021,3,3
